Deposito_Tacubaya,0,0.5,D
Tacubaya,0.5,0.96,T
Patriotismo,0.96,1.11,E
Chilpancingo,1.11,1.42,E
Centro medico,1.42,1.18,E
Lazaro_Cardenas,1.18,0.93,E
Chabacano,0.93,1.41,E
Jamaica,1.41,0.96,E
Mixihuca,0.96,1.06,E
Velodromo,1.06,1.24,E
Ciudad_Deportiva,1.24,0.92,E
Puebla,0.92,1.38,E
Pantitlan_L9,1.38,0.5,T
Deposito_Pantitlan,0.5,0,D
