Depósito_La_Paz,0,0.5,D
La_Paz,0.5,1.91,T
Los Reyes,1.91,1.91,E
Santa_Marta,1.91,1.21,E
Acatitla,1.21,1.53,E
Peñon_Viejo,1.53,2.36,E
Guelatao,2.36,1.29,E
Tepalcates,1.29,1.61,E
Canal_de_San_Juan,1.61,1.25,E
Agrícola_Oriental,1.25,1.21,E
Pantitlán_LA,1.21,0.5,T
Depósito_Pantitlán_LA,0.5,0,D
