Deposito_Politecnico,0,0.5,D
Politecnico,0.5,1.35,T
Instituto_del_petroleo,1.35,1.22,E
Autobuses_de_norte,1.22,1.11,E
La raza,1.11,0.96,E
Misterios,0.96,1.25,E
Valle Gomez,1.25,0.75,E
Consulado,0.75,0.91,E
Eduardo Molina,0.91,0.95,E
Aragon,0.95,1.27,E
Oceania,1.27,1.19,E
Terminal Aerea,1.19,1,E
Hangares,1,1.78,E
Pantitlan_L5,1.78,0.5,T
Deposito_Pantitlan_L5,0.5,0,D
